hotel_name,hotel_url,review_date,review_item_user_review_count,review_score_badge,review_item_header_content,review_info_tag,review_staydate,review_sentence,review_label,review_traveler_type,review_time_of_travel,review_topic_annotated
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,14 September 2018,1 review,10.0,Great,"['Leisure trip', 'Couple', 'One-Bedroom King Suite', 'Stayed 1 night']",ptember 2018,The gym could have been a little larger,0,Couple,Fall,3
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,14 September 2018,1 review,10.0,Great,"['Leisure trip', 'Couple', 'One-Bedroom King Suite', 'Stayed 1 night']",ptember 2018,But it was very nice as it was,0,Couple,Fall,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,4 February 2020,4 reviews,2.5,Awful ,"['People with friends', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 1 night', 'Submitted via mobile']",February 2020,Sta,0,People with friends,Winter,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,22 January 2020,2 reviews,7.0,Would stay again,"['Leisure trip', 'Couple', 'One-Bedroom Corner Queen Suite with Two Queen Beds', 'Stayed 2 nights']",January 2020,Hotel hallways and other rooms a bit noisy in the middle of the night,0,Couple,Winter,0
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,22 January 2020,2 reviews,7.0,Would stay again,"['Leisure trip', 'Couple', 'One-Bedroom Corner Queen Suite with Two Queen Beds', 'Stayed 2 nights']",January 2020,Breakfast staff hovered,0,Couple,Winter,2
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,26 May 2020,6 reviews,10.0,Cross country ,"['Family with young children', 'Queen Room with Two Queen Beds - Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",May 2020,I liked everything,0,Family with young children,Spring,-1
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,15 March 2020,1 review,9.0,Superb,"['Leisure trip', 'Family with young children', 'Queen Room with Two Queen Beds - Hearing Accessible/Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",March 2020,Large group of loud obnoxious people and their kids drinking at the pool,0,Family with young children,Spring,0
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,8 March 2020,1 review,10.0,A pleasure,"['Leisure trip', 'Couple', 'Queen Room with Two Queen Beds - Non-Smoking', 'Stayed 1 night']",February 2020,Would have preferred more lighting in the room,0,Couple,Winter,6
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,8 March 2020,1 review,10.0,A pleasure,"['Leisure trip', 'Couple', 'Queen Room with Two Queen Beds - Non-Smoking', 'Stayed 1 night']",February 2020,There were lamps where needed but not quite the bright feeling I prefer in a hotel room,0,Couple,Winter,6
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,8 March 2020,1 review,10.0,A pleasure,"['Leisure trip', 'Couple', 'Queen Room with Two Queen Beds - Non-Smoking', 'Stayed 1 night']",February 2020,However it would not deter me from coming again to this hotel,0,Couple,Winter,-1
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,18 February 2020,1 review,10.0,Would stay here again,"['Leisure trip', 'Family with young children', 'Queen Room with Two Queen Beds - Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",February 2020,Odd color scheme,0,Family with young children,Winter,-1
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,28 January 2020,9 reviews,9.0,Superb,"['Leisure trip', 'Family with young children', 'Queen Room with Two Queen Beds - Hearing Accessible/Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",January 2020,The time of check in,0,Family with young children,Winter,1
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,28 January 2020,1 review,10.0,Exceptional,"['Leisure trip', 'Solo traveller', 'Queen Room with Two Queen Beds - Hearing Accessible/Non-Smoking', 'Stayed 4 nights', 'Submitted via mobile']",January 2020,Bananas were spoiled but looked good from the outside,0,Solo traveler,Winter,2
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,4 November 2019,2 reviews,10.0,Just as nice on second visit,"['Leisure trip', 'Couple', 'Queen Room with Two Queen Beds - Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",November 2019,Nothing to dislike,0,Couple,Fall,-1
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,3 November 2019,5 reviews,10.0,Exceptional,"['Family with young children', 'Queen Room with Two Queen Beds - Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",November 2019,If you are a light sleeper the walls are thin,0,Family with young children,Fall,0
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,28 September 2019,5 reviews,10.0,Exceptional,"['Leisure trip', 'Family with young children', 'Queen Room with Two Queen Beds - Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",ptember 2019,The hotel is next to an interstate heard traffic the entire night,0,Family with young children,Fall,4
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,26 September 2019,2 reviews,10.0,Perfect,"['Leisure trip', 'Family with young children', 'Queen Room with Two Queen Beds - Non-Smoking', 'Stayed 2 nights', 'Submitted via mobile']",ptember 2019,We loved everything,0,Family with young children,Fall,-1
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,19 September 2019,52 reviews,10.0,The room was quietlarge and clean,"['Leisure trip', 'Couple', 'Queen Room with Two Queen Beds - Hearing Accessible/Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",ptember 2019,We could not connect to the internet,0,Couple,Fall,3
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,19 August 2019,1 review,10.0,Great relaxing experience too good of a location to not stay here,"['Leisure trip', 'Couple', 'King Room - Hearing Accessible - Non-Smoking', 'Stayed 1 night']",August 2019,The only recommendation would be to improve the Jacuzzi in the pool room a bit,0,Couple,Summer,3
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,19 August 2019,1 review,10.0,Great relaxing experience too good of a location to not stay here,"['Leisure trip', 'Couple', 'King Room - Hearing Accessible - Non-Smoking', 'Stayed 1 night']",August 2019,The Jacuzzi was warm enough and had ample seating however the jets didnt seem too powerful to where the water would have a whirlpool affect,0,Couple,Summer,3
Hampton Inn & Suites Syracuse North Airport Area,ramada-syracuse.en-gb,19 August 2019,1 review,10.0,Great relaxing experience too good of a location to not stay here,"['Leisure trip', 'Couple', 'King Room - Hearing Accessible - Non-Smoking', 'Stayed 1 night']",August 2019,Perhaps add some Jacuzzi rooms as well,0,Couple,Summer,3
Blue Moon Motel,blue-moon-motel.en-gb,7 October 2019,4 reviews,9.6,Would stay here again,"['Leisure trip', 'Couple', 'Family Room (5 Adults)', 'Stayed 2 nights']",October 2019,Could use a little more space for toiletries in the bathroom,0,Couple,Fall,5
Blue Moon Motel,blue-moon-motel.en-gb,7 October 2019,4 reviews,9.6,Would stay here again,"['Leisure trip', 'Couple', 'Family Room (5 Adults)', 'Stayed 2 nights']",October 2019,Not enough free outlets,0,Couple,Fall,6
Blue Moon Motel,blue-moon-motel.en-gb,7 October 2019,2 reviews,10.0,It was clean and updated Very Nice I would definitely  stay again,"['Leisure trip', 'Group', 'Queen Room', 'Stayed 1 night']",October 2019,Little more counter space in bathroom would be nice,0,Group,Fall,5
Blue Moon Motel,blue-moon-motel.en-gb,24 September 2019,1 review,8.8,I was very happy with my room at a value price  I would definitely stay here again,"['Leisure trip', 'Solo traveller', 'Queen Room', 'Stayed 1 night']",ptember 2019,No complaints,0,Solo traveler,Fall,-1
Blue Moon Motel,blue-moon-motel.en-gb,23 September 2019,2 reviews,10.0,We enjoyed it so much that I am coming back in 2 weeks with friends and already reserved the room,"['Leisure trip', 'Family with young children', 'Double Room with Two Double Beds', 'Stayed 1 night', 'Submitted via mobile']",ptember 2019,I cant think of anything I didnt like,0,Family with young children,Fall,-1
Blue Moon Motel,blue-moon-motel.en-gb,17 September 2019,2 reviews,9.2,Really enjoyed the Blue Moon and its ownersclean rroms VERY good pricing,"['Leisure trip', 'Family with young children', 'Queen Room', 'Stayed 2 nights']",ptember 2019,Actually everything was very goodvery cleanand the owners couldnt have been nicer,0,Family with young children,Fall,-1
Blue Moon Motel,blue-moon-motel.en-gb,10 September 2019,2 reviews,9.2,It was our 30th year anniversary and when we came back to our Room our bed had a Swan on it 😁,"['Leisure trip', 'Couple', 'Queen Room', 'Stayed 2 nights', 'Submitted via mobile']",August 2019,I just wish that they had coffee machines in the Room so we didnt have to wait to get coffee in morning otherwise it was fantastic,0,Couple,Summer,6
Blue Moon Motel,blue-moon-motel.en-gb,4 September 2019,8 reviews,9.6,It was nice stay Sweet and simple stay Clean and great location couldnt ask anything more,"['Leisure trip', 'Couple', 'Double Room with Two Double Beds', 'Stayed 1 night']",August 2019,Few insects and  houseflies around but not a big deal,0,Couple,Summer,-1
Blue Moon Motel,blue-moon-motel.en-gb,29 August 2019,2 reviews,8.8,Nice motel excellent value  excellent staff,"['Leisure trip', 'Group', 'Queen Room', 'Stayed 3 nights', 'Submitted via mobile']",August 2019,Mattress too soft,0,Group,Summer,7
Blue Moon Motel,blue-moon-motel.en-gb,28 August 2019,7 reviews,10.0,Short but very enjoyable stay will return,"['Leisure trip', 'Couple', 'Queen Room', 'Stayed 1 night', 'Submitted via mobile']",August 2019,Nothing,0,Couple,Summer,-1
Blue Moon Motel,blue-moon-motel.en-gb,26 August 2019,3 reviews,9.6,A great place to stay in Lake George,"['Leisure trip', 'Couple', 'Double Room with Two Double Beds', 'Stayed 1 night']",August 2019,Nothing really,0,Couple,Summer,-1
Blue Moon Motel,blue-moon-motel.en-gb,26 August 2019,3 reviews,9.6,A great place to stay in Lake George,"['Leisure trip', 'Couple', 'Double Room with Two Double Beds', 'Stayed 1 night']",August 2019,This hotel is not on the main strip but if your looking for a great,0,Couple,Summer,4
Blue Moon Motel,blue-moon-motel.en-gb,26 August 2019,3 reviews,9.6,A great place to stay in Lake George,"['Leisure trip', 'Couple', 'Double Room with Two Double Beds', 'Stayed 1 night']",August 2019,quiet place this is it,0,Couple,Summer,-1
Blue Moon Motel,blue-moon-motel.en-gb,25 August 2019,2 reviews,9.6,Exceptional,"['Leisure trip', 'Couple', 'Suite', 'Stayed 1 night', 'Submitted via mobile']",August 2019,Everything was great but the bedding and bed itself could have been more comfortable in my suite,0,Couple,Summer,7
Blue Moon Motel,blue-moon-motel.en-gb,24 August 2019,2 reviews,10.0,Relaxing and non hectic,"['Leisure trip', 'Group', 'Queen Room', 'Stayed 2 nights', 'Submitted via mobile']",August 2019,Having to go home,0,Group,Summer,-1
Blue Moon Motel,blue-moon-motel.en-gb,21 August 2019,3 reviews,10.0,PLEASANT,"['Leisure trip', 'Family with young children', 'Family Room (5 Adults)', 'Stayed 1 night']",August 2019,CEMENT AROUND POOL AND WALKWAYS,0,Family with young children,Summer,3
Blue Moon Motel,blue-moon-motel.en-gb,18 August 2019,2 reviews,10.0,Other then the bed and was great,"['Leisure trip', 'Couple', 'Queen Room', 'Stayed 1 night', 'Submitted via mobile']",August 2019,The bed was very uncomfortable it work for the night but extended wouldnt be good if you had a bad back,0,Couple,Summer,7
Blue Moon Motel,blue-moon-motel.en-gb,11 August 2018,29 reviews,8.8,Clean and friendly,"['Leisure trip', 'Couple', 'Double Room with Two Double Beds', 'Stayed 2 nights']",August 2018,The beds were a bit too hard,0,Couple,Summer,7
Blue Moon Motel,blue-moon-motel.en-gb,10 August 2018,3 reviews,10.0,Exceptional,"['Leisure trip', 'Family with young children', 'Queen Room', 'Stayed 1 night', 'Submitted via mobile']",August 2018,We loved the place and there are no negatives to saywell definitely come again if were in the areaand recommend it to our friends and family,0,Family with young children,Summer,-1
Blue Moon Motel,blue-moon-motel.en-gb,10 August 2018,18 reviews,10.0,The only complaint was the trolley hours should have been more frequent  it stopped right in front,"['Leisure trip', 'Couple', 'Queen Room', 'Stayed 4 nights', 'Submitted via mobile']",August 2018,Nothing couldnt have asked to anything better,0,Couple,Summer,-1
Blue Moon Motel,blue-moon-motel.en-gb,8 August 2018,8 reviews,9.6,I enjoyed my stay and it all worked out to the better,"['Leisure trip', 'Solo traveller', 'Queen Room', 'Stayed 1 night']",August 2018,It is a little far from town,0,Solo traveler,Summer,4
Blue Moon Motel,blue-moon-motel.en-gb,17 October 2019,1 review,7.5,Nice place,"['Leisure trip', 'Family with young children', 'Queen Room', 'Stayed 3 nights', 'Submitted via mobile']",October 2019,To far from village,0,Family with young children,Fall,4
Blue Moon Motel,blue-moon-motel.en-gb,7 October 2019,4 reviews,7.0,Good,"['Leisure trip', 'Couple', 'Queen Room', 'Stayed 2 nights', 'Submitted via mobile']",October 2019,Beds were not comfortable,0,Couple,Fall,7
Salvatores Grand Hotel,salvatores-grand.en-gb,12 May 2020,4 reviews,9.0,Excellent,"['Leisure trip', 'Couple', 'King Room with Spa Bath', 'Stayed 1 night', 'Submitted via mobile']",February 2020,Maids entered my room without knocking,0,Couple,Winter,1
Salvatores Grand Hotel,salvatores-grand.en-gb,8 May 2020,2 reviews,10.0,A definite place to see Will definitely be back,"['Leisure trip', 'Couple', 'King Room with Spa Bath', 'Stayed 1 night']",March 2020,Flawless stay,0,Couple,Spring,-1
Salvatores Grand Hotel,salvatores-grand.en-gb,26 February 2020,1 review,8.0,We will be back Next time we will bring an extra suitcase w our own pillows,"['Leisure trip', 'Couple', 'King Room with Spa Bath', 'Stayed 1 night']",February 2020,The pillows were awful,0,Couple,Winter,7
Salvatores Grand Hotel,salvatores-grand.en-gb,22 January 2020,1 review,9.6,Exceptional,"['Leisure trip', 'Couple', 'King Room with Spa Bath', 'Stayed 1 night', 'Submitted via mobile']",January 2020,Heater in the room very noisy going on and off,0,Couple,Winter,0
Salvatores Grand Hotel,salvatores-grand.en-gb,6 January 2019,3 reviews,9.2,Superb,"['Leisure trip', 'Couple', 'King Room with Spa Bath', 'Stayed 1 night', 'Submitted via mobile']",January 2019,Couldnt really adjust the heat down the room was very warm,0,Couple,Winter,0
Salvatores Grand Hotel,salvatores-grand.en-gb,17 June 2018,2 reviews,2.5,Not pleasant,"['Business trip', 'Family with young children', 'King Room', 'Stayed 1 night', 'Submitted via mobile']",June 2018,Bed bugs,0,Family with young children,Summer,7
"Pine Knoll Lodge & Cabins, Inc.",pine-knoll-lodge-and-cabins-inc.en-gb,9 October 2019,1 review,10.0,Perfect spot for a fall weekend getaway,"['Leisure trip', 'Couple', 'Budget Single Room - Ground Floor', 'Stayed 1 night']",October 2019,Nothing,0,Couple,Fall,-1
Sara Glen Motel,sara-glen-motel.en-gb,18 January 2020,11 reviews,8.8,Fabulous,"['Leisure trip', 'Couple', 'Deluxe Queen Room', 'Stayed 1 night', 'Submitted via mobile']",January 2020,The bathroom needs more heat,0,Couple,Winter,5
Sara Glen Motel,sara-glen-motel.en-gb,25 October 2019,15 reviews,9.2,Great place to rest your weary head,"['Leisure trip', 'Family with young children', 'Standard Double Room with Two Double Beds', 'Stayed 1 night', 'Submitted via mobile']",October 2019,The electronica heating unit that they use while it had a beautiful flame when you try to turn the heat on it made a horrible noise and it would not turn off so it had to be unplugged,0,Family with young children,Fall,0
Sara Glen Motel,sara-glen-motel.en-gb,4 September 2019,3 reviews,9.6,Very pleased with our stay,"['Leisure trip', 'Couple', 'Deluxe Queen Room', 'Stayed 1 night', 'Submitted via mobile']",August 2019,Shower was great just a bit small,0,Couple,Summer,5
Sara Glen Motel,sara-glen-motel.en-gb,12 November 2018,33 reviews,10.0,Exceptional,"['Solo traveller', 'Deluxe Queen Room', 'Stayed 1 night', 'Submitted via mobile']",November 2018,Maybe a couple different types of pillows would have helped,0,Solo traveler,Fall,7
Crosby Street Hotel,crosby-street.en-gb,13 January 2020,16 reviews,9.6,Exceptional,"['Leisure trip', 'Couple', 'Luxury King Room', 'Stayed 3 nights', 'Submitted via mobile']",January 2020,A bit of inconsistency there,0,Couple,Winter,-1
Crosby Street Hotel,crosby-street.en-gb,26 November 2019,1 review,10.0,Elegant respectful mindful and full of grace from everyone on the team,"['Business trip', 'Group', 'Luxury King Room', 'Stayed 2 nights']",November 2019,Nothing all was perfect,0,Group,Fall,-1
Crosby Street Hotel,crosby-street.en-gb,20 October 2019,1 review,10.0,Exceptional,"['Leisure trip', 'Couple', 'Deluxe King Room - Top Floor', 'Stayed 1 night']",October 2019,Absolutely nothing,0,Couple,Fall,-1
Crosby Street Hotel,crosby-street.en-gb,19 July 2019,9 reviews,8.3,Very good,"['Business trip', 'Solo traveller', 'Superior King Room', 'Stayed 1 night', 'Submitted via mobile']",July 2019,I was in another hotel in midtown I think its better location so it took me 39 minutes and many Uber to move,0,Solo traveler,Summer,4
Hilton Garden Inn Corning Downtown,hilton-garden-inn-corning-downtown.en-gb,27 January 2019,1 review,10.0,A nice hotel good location,"['Leisure trip', 'Solo traveller', 'King Room - Hearing Accessible', 'Stayed 1 night', 'Submitted via mobile']",January 2019,Pillow,0,Solo traveler,Winter,7
Hilton Garden Inn Corning Downtown,hilton-garden-inn-corning-downtown.en-gb,18 August 2019,1 review,7.5,Good,"['Leisure trip', 'Couple', 'King Room', 'Stayed 1 night', 'Submitted via mobile']",August 2019,Would be nice to have 1 soft and 1 firm on each side of the bed,0,Couple,Summer,7
Hilton Garden Inn Corning Downtown,hilton-garden-inn-corning-downtown.en-gb,20 May 2019,3 reviews,5.8,Dont plan to sleep well,"['Leisure trip', 'Couple', 'King Room - Hearing Accessible', 'Stayed 2 nights', 'Submitted via mobile']",May 2019,Beds were way too hard,0,Couple,Spring,7
Hilton Garden Inn Corning Downtown,hilton-garden-inn-corning-downtown.en-gb,20 May 2019,3 reviews,5.8,Dont plan to sleep well,"['Leisure trip', 'Couple', 'King Room - Hearing Accessible', 'Stayed 2 nights', 'Submitted via mobile']",May 2019,Water pressure kept going out and leaving us with no water,0,Couple,Spring,5
Hilton Garden Inn Corning Downtown,hilton-garden-inn-corning-downtown.en-gb,25 February 2019,1 review,7.5,Not bad,"['Leisure trip', 'Family with young children', 'Queen Room with Two Queen Beds', 'Stayed 1 night']",February 2019,The beds were so uncomfortable,0,Family with young children,Winter,7
Hilton Garden Inn Corning Downtown,hilton-garden-inn-corning-downtown.en-gb,10 September 2018,1 review,7.5,Good,"['Leisure trip', 'Couple', 'King Room', 'Stayed 1 night', 'Submitted via mobile']",ptember 2018,No one at the front desk when we entered,0,Couple,Fall,1
Hilton Garden Inn Corning Downtown,hilton-garden-inn-corning-downtown.en-gb,18 August 2018,6 reviews,7.1,Was new facility overpriced for location,"['Business trip', 'Solo traveller', 'Queen Room with Two Queen Beds', 'Stayed 2 nights', 'Submitted via mobile']",August 2018,No complimentary coffee or favored water ,0,Solo traveler,Summer,6
Hilton Garden Inn Corning Downtown,hilton-garden-inn-corning-downtown.en-gb,18 August 2018,6 reviews,7.1,Was new facility overpriced for location,"['Business trip', 'Solo traveller', 'Queen Room with Two Queen Beds', 'Stayed 2 nights', 'Submitted via mobile']",August 2018,Fitness room could have had more equipment ,0,Solo traveler,Summer,3
Hilton Garden Inn Corning Downtown,hilton-garden-inn-corning-downtown.en-gb,18 August 2018,6 reviews,7.1,Was new facility overpriced for location,"['Business trip', 'Solo traveller', 'Queen Room with Two Queen Beds', 'Stayed 2 nights', 'Submitted via mobile']",August 2018,No directory of services in room ,0,Solo traveler,Summer,6
Hilton Garden Inn Corning Downtown,hilton-garden-inn-corning-downtown.en-gb,18 August 2018,6 reviews,7.1,Was new facility overpriced for location,"['Business trip', 'Solo traveller', 'Queen Room with Two Queen Beds', 'Stayed 2 nights', 'Submitted via mobile']",August 2018,One staff member was clueless on any info,0,Solo traveler,Summer,1
Hilton Garden Inn Corning Downtown,hilton-garden-inn-corning-downtown.en-gb,26 December 2019,1 review,10.0,Wonderful stay during Christmas,"['Leisure trip', 'Couple', 'King Room - Hearing Accessible', 'Stayed 3 nights', 'Submitted via mobile']",December 2019,The bartender wasnt happy to be working on Christmas Eve,0,Couple,Winter,1
Casablanca Hotel by Library Hotel Collection,casablanca.en-gb,15 November 2019,8 reviews,10.0,Fantastic location 50 yards from Times Square yet the hotel room is quiet you would not expect that The staff are so w,"['Leisure trip', 'Solo traveller', 'Deluxe Queen Room', 'Stayed 4 nights', 'Submitted via mobile']",November 2019,Stairs are quite steep and take a little getting used to,0,Solo traveler,Fall,3
Casablanca Hotel by Library Hotel Collection,casablanca.en-gb,20 May 2019,1 review,9.2,Lovely hotel,"['Leisure trip', 'Couple', 'Premium King Room', 'Stayed 1 night']",May 2019,Room was noisy,0,Couple,Spring,0
Casablanca Hotel by Library Hotel Collection,casablanca.en-gb,9 May 2019,48 reviews,7.9,i would not stay again,"['Leisure trip', 'Family with young children', 'Minisuite with 2 beds', 'Stayed 4 nights']",May 2019,smell in my room 409 window which didnot seal leads to yard with very bad smell from next door restaurant location  too busy outside very expansive for what you get,0,Family with young children,Spring,0
Casablanca Hotel by Library Hotel Collection,casablanca.en-gb,3 October 2018,20 reviews,9.2,This was our second visit to the Casablanca Hotel We still had a lovely time there I would recom,"['Leisure trip', 'Couple', 'Minisuite with 2 beds', 'Stayed 5 nights']",ptember 2018,Very small bath,0,Couple,Fall,5
Casablanca Hotel by Library Hotel Collection,casablanca.en-gb,13 September 2018,35 reviews,10.0,Overall a wonderful stay really like a sanctuary in the heart of Manhattan,"['Leisure trip', 'Group', 'Minisuite with 2 beds', 'Stayed 2 nights', 'Submitted via mobile']",ptember 2018,Perhaps a fresher air smell in the room as it rather smelled of stale food but then again the air in Manhattan kind of smells like that,0,Group,Fall,0
Homewood Suites By Hilton Poughkeepsie,homewood-suites-by-hilton-poughkeepsie.en-gb,23 February 2020,10 reviews,9.2,Good As expected ,"['Leisure trip', 'Couple', 'King Studio Suite - Non Smoking', 'Stayed 1 night', 'Submitted via mobile']",February 2020,Comfortmaintenance Struggle getting the room to be warm enough,0,Couple,Winter,0
Homewood Suites By Hilton Poughkeepsie,homewood-suites-by-hilton-poughkeepsie.en-gb,17 February 2020,4 reviews,9.2,Superb,"['Leisure trip', 'Couple', 'King Studio Suite - Non Smoking', 'Stayed 1 night', 'Submitted via mobile']",February 2020,No security safe in room,0,Couple,Winter,6
Homewood Suites By Hilton Poughkeepsie,homewood-suites-by-hilton-poughkeepsie.en-gb,31 July 2019,1 review,10.0,great accommodations and very friendly staff,"['Leisure trip', 'Family with young children', 'One-Bedroom Queen Suite with Two Queen Beds - Non-Smoking', 'Stayed 3 nights']",July 2019,The rugs in the hallway  elevator were a little hard to move the suitcases across and they might get soggy  smelly in the winter with snow and ice weather,0,Family with young children,Summer,3
Chautauqua Harbor Hotel - Jamestown,chautauqua-harbor.en-gb,9 March 2020,23 reviews,10.0,Exceptional,"['Leisure trip', 'Couple', 'King Room with Balcony', 'Stayed 2 nights', 'Submitted via mobile']",March 2020,Firm bed,0,Couple,Spring,7
Chautauqua Harbor Hotel - Jamestown,chautauqua-harbor.en-gb,4 February 2020,1 review,8.0,Off season stay ,"['Leisure trip', 'Family with young children', 'Standard Queen Room', 'Stayed 2 nights', 'Submitted via mobile']",February 2020,No microwave  no breakfast,0,Family with young children,Winter,2
Chautauqua Harbor Hotel - Jamestown,chautauqua-harbor.en-gb,4 February 2020,1 review,8.0,Off season stay ,"['Leisure trip', 'Family with young children', 'Standard Queen Room', 'Stayed 2 nights', 'Submitted via mobile']",February 2020,Room 239 has no view,0,Family with young children,Winter,6
Chautauqua Harbor Hotel - Jamestown,chautauqua-harbor.en-gb,23 April 2019,2 reviews,10.0,Our stay was awesome and extremely enjoyable,"['Leisure trip', 'Couple', 'Standard Queen Room', 'Stayed 2 nights', 'Submitted via mobile']",April 2019,The indoor pool water temperature should have been warmer,0,Couple,Spring,3
Apple Inn and Suites Cooperstown Area,apple-inn-and-suites.en-gb,28 October 2018,7 reviews,9.6,Great place to stay,"['Family with young children', 'Large Double Room', 'Stayed 1 night', 'Submitted via mobile']",October 2018,No heater in bathroom,0,Family with young children,Fall,5
The Ocean Resort Inn,montauk-95-south-emerson-avenue.en-gb,28 September 2019,1 review,5.0,Disappointing Location nice but the smell overwhelmed the positives,"['Leisure trip', 'Couple', 'Standard Queen Room', 'Stayed 1 night', 'Submitted via mobile']",ptember 2019,Smelt like sewer,0,Couple,Fall,0
The Ocean Resort Inn,montauk-95-south-emerson-avenue.en-gb,28 September 2019,1 review,5.0,Disappointing Location nice but the smell overwhelmed the positives,"['Leisure trip', 'Couple', 'Standard Queen Room', 'Stayed 1 night', 'Submitted via mobile']",ptember 2019,Our room stank,0,Couple,Fall,0
The Ocean Resort Inn,montauk-95-south-emerson-avenue.en-gb,28 September 2019,1 review,5.0,Disappointing Location nice but the smell overwhelmed the positives,"['Leisure trip', 'Couple', 'Standard Queen Room', 'Stayed 1 night', 'Submitted via mobile']",ptember 2019,This worked until about 10 pm then the smell was back,0,Couple,Fall,0
Courtyard by Marriott Lake George,lake-george.en-gb,28 January 2020,1 review,10.0,Exceptional,"['Leisure trip', 'Solo traveller', 'Queen Studio with Sofa Bed and Lake View', 'Stayed 1 night', 'Submitted via mobile']",January 2020,I liked  everything,0,Solo traveler,Winter,-1
Courtyard by Marriott Lake George,lake-george.en-gb,25 January 2020,39 reviews,10.0,Exceptional,"['Leisure trip', 'Couple', 'King Suite', 'Stayed 1 night', 'Submitted via mobile']",January 2020,Nothing was perfect,0,Couple,Winter,-1
Courtyard by Marriott Lake George,lake-george.en-gb,23 May 2019,1 review,10.0,I enjoyed my stay Staff were pleasant and helpful,"['Business trip', 'Solo traveller', 'King Room with Mountain View', 'Stayed 3 nights']",May 2019,I had no issues,0,Solo traveler,Spring,-1
Courtyard by Marriott Lake George,lake-george.en-gb,14 May 2019,4 reviews,9.6,Exceptional,"['Leisure trip', 'Family with young children', 'Queen Studio with Sofa Bed and Lake View', 'Stayed 2 nights', 'Submitted via mobile']",April 2019,Food was ok,0,Family with young children,Spring,2
Courtyard by Marriott Lake George,lake-george.en-gb,12 May 2019,164 reviews,9.2,Lovely location for a Lake George stay,"['Leisure trip', 'Couple', 'King Room with Mountain View', 'Stayed 1 night', 'Submitted via mobile']",May 2019,Breakfast not included in price,0,Couple,Spring,2
Courtyard by Marriott Lake George,lake-george.en-gb,29 April 2019,15 reviews,10.0,Exceptional,"['Leisure trip', 'Family with young children', 'Queen Suite with Two Queen Beds', 'Stayed 2 nights', 'Submitted via mobile']",April 2019,Sofa bed wasnt very comfortable,0,Family with young children,Spring,7
Merrion Row Hotel and Public House,merrion-row-and-public-house.en-gb,9 August 2019,1 review,9.6,Exceptional,"['Business trip', 'Family with young children', 'Deluxe King Studio', 'Stayed 1 night', 'Submitted via mobile']",August 2019,Pullout couch was very hard and uncomfortable,0,Family with young children,Summer,6
Savannah House Wine Country Inn & Cottages,savannah-house-wine-country-inn-and-cottages.en-gb,2 November 2019,1 review,10.0,Exceptional,"['Leisure trip', 'Couple', 'Standard Queen Room', 'Stayed 2 nights', 'Submitted via mobile']",November 2019,Small mirror in bathroom  no vanity space to put your stuff,0,Couple,Fall,5
Savannah House Wine Country Inn & Cottages,savannah-house-wine-country-inn-and-cottages.en-gb,27 July 2019,1 review,9.6,The very best the best small motel we have ever been in and we should have scheduled a longer stay,"['Leisure trip', 'Couple', 'Standard Queen Room', 'Stayed 2 nights']",July 2019,The property sign for the location could have been either higher or closer to the road for viewing,0,Couple,Summer,4
Fairfield Inn & Suites by Marriott Syracuse Carrier Circle,fairfield-inn-suites-by-marriott-syracuse-carrier-circle.en-gb,16 October 2019,1 review,6.7,Pleasant,"['Leisure trip', 'Solo traveller', 'King Suite', 'Stayed 3 nights', 'Submitted via mobile']",October 2019,I thought the room was overpriced for the location  both for the city and for the location relative to the city,0,Solo traveler,Fall,4
